Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
HV572753,11/23/2012 02:15:00 PM,049XX S SEELEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0931,16,01A,1163526,1871862,2012,41.804022532,-87.675791679,"(41.804022532, -87.675791679)"
HV575785,11/25/2012 08:04:00 AM,023XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1332,2,01A,1160778,1901232,2012,41.884674206,-87.685056985,"(41.884674206, -87.685056985)"
HV575223,11/25/2012 08:47:00 PM,055XX S EMERALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,0711,3,01A,1172248,1868025,2012,41.793305842,-87.643916506,"(41.793305842, -87.643916506)"
HV577248,11/26/2012 01:00:00 PM,003XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHURCH PROPERTY,false,false,0323,6,01A,1179562,1858013,2012,41.765667835,-87.617402611,"(41.765667835, -87.617402611)"
HV577646,11/26/2012 05:01:00 PM,043XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,1131,24,01A,1147618,1897672,2012,41.875167792,-87.733474103,"(41.875167792, -87.733474103)"
HV578014,11/26/2012 09:19:00 PM,069XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0832,15,01A,1160909,1858468,2012,41.767322121,-87.685759589,"(41.767322121, -87.685759589)"
HV579585,11/28/2012 01:15:00 AM,054XX N NATOMA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,1613,41,01A,1131263,1935592,2012,41.979522813,-87.792646187,"(41.979522813, -87.792646187)"
HV580753,11/28/2012 10:46:00 PM,068XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0332,5,01A,1189047,1859926,2012,41.770695367,-87.582576242,"(41.770695367, -87.582576242)"
HV583420,11/30/2012 06:36:00 PM,042XX S WELLS ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0925,3,01A,1175319,1876910,2012,41.817619001,-87.632389787,"(41.817619001, -87.632389787)"
HV583473,11/30/2012 07:15:00 PM,082XX S DOBSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0631,8,01A,1184673,1850699,2012,41.745479227,-87.59889818,"(41.745479227, -87.59889818)"
HV583794,11/30/2012 11:09:00 PM,061XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,16,01A,1170699,1864029,2012,41.782374308,-87.649713037,"(41.782374308, -87.649713037)"
HV583667,11/30/2012 11:50:00 PM,050XX N WINTHROP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2033,48,01A,1167955,1933900,2012,41.974165075,-87.6577569,"(41.974165075, -87.6577569)"
HV583859,12/01/2012 12:25:00 AM,012XX S SAWYER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1022,24,01A,1154893,1894168,2012,41.865409818,-87.706856955,"(41.865409818, -87.706856955)"
HV583977,12/01/2012 02:52:00 AM,002XX W 37TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0915,3,01A,1175366,1880434,2012,41.827288113,-87.632111875,"(41.827288113, -87.632111875)"
HV584635,12/01/2012 03:00:00 PM,048XX W FULTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,28,01A,1144122,1901498,2012,41.885733129,-87.746214056,"(41.885733129, -87.746214056)"
HV586102,12/02/2012 05:45:00 PM,066XX S BLACKSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,5,01A,1187338,1861046,2012,41.773809509,-87.588805144,"(41.773809509, -87.588805144)"
HV586639,12/03/2012 07:49:00 AM,064XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0312,20,01A,1180684,1862487,2012,41.777919241,-87.61315283,"(41.777919241, -87.61315283)"
HV595925,12/09/2012 06:40:00 PM,011XX N HARDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,27,01A,1149847,1907216,2012,41.90131451,-87.725041634,"(41.90131451, -87.725041634)"
HV596086,12/09/2012 11:48:00 PM,010XX S AUSTIN BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1513,29,01A,1136535,1895069,2012,41.868230139,-87.774229289,"(41.868230139, -87.774229289)"
HV600213,12/12/2012 11:39:00 PM,010XX N LECLAIRE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1531,37,01A,1142173,1906364,2012,41.899122381,-87.753250466,"(41.899122381, -87.753250466)"
HV604507,12/16/2012 03:19:00 AM,024XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1135,2,01A,1160183,1896961,2012,41.872966504,-87.687359957,"(41.872966504, -87.687359957)"
HV606964,12/17/2012 10:35:00 PM,058XX W SUPERIOR ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1511,29,01A,1137343,1904408,2012,41.893843118,-87.771038273,"(41.893843118, -87.771038273)"
HV391485,12/20/2012 04:26:00 AM,028XX W PRATT BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2411,50,01A,1155995,1944980,2012,42.004819495,-87.701436581,"(42.004819495, -87.701436581)"
HV612552,12/22/2012 06:35:00 PM,027XX E 84TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,7,01A,1196101,1849810,2012,41.742764452,-87.557054115,"(41.742764452, -87.557054115)"
HV613632,12/22/2012 11:15:00 PM,000XX N LONG AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,1522,28,01A,1140342,1899707,2012,41.880888527,-87.760139105,"(41.880888527, -87.760139105)"
HV613848,12/23/2012 06:05:00 AM,035XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1123,28,01A,1152835,1901225,2012,41.88481595,-87.714225133,"(41.88481595, -87.714225133)"
HV613856,12/23/2012 06:22:00 AM,033XX W CRYSTAL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1422,26,01A,1153943,1908123,2012,41.903722719,-87.709972333,"(41.903722719, -87.709972333)"
HV546151,12/24/2012 08:37:00 PM,013XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1233,2,01A,1167245,1894087,2012,41.864931246,-87.661514673,"(41.864931246, -87.661514673)"
HV616590,12/26/2012 12:30:00 AM,020XX W 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0735,17,01A,1163962,1858895,2012,41.768430247,-87.674557015,"(41.768430247, -87.674557015)"
HV617642,12/26/2012 09:58:00 PM,054XX S CALIFORNIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0923,14,01A,1158631,1868559,2012,41.795060019,-87.693834402,"(41.795060019, -87.693834402)"
HV618715,12/28/2012 12:18:00 AM,049XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,37,01A,1143147,1906196,2012,41.898643242,-87.749677146,"(41.898643242, -87.749677146)"
HV620483,12/29/2012 07:40:00 AM,042XX W 21ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1012,24,01A,1148435,1889419,2012,41.85250485,-87.73068709,"(41.85250485, -87.73068709)"
HV621744,12/30/2012 11:00:00 AM,005XX E 109TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0513,9,01A,1181648,1832792,2012,41.69641053,-87.6105331,"(41.69641053, -87.6105331)"
HV622070,12/30/2012 05:10:00 PM,050XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0224,3,01A,1178455,1871575,2012,41.802908524,-87.62104831,"(41.802908524, -87.62104831)"
HV622375,12/31/2012 12:16:00 AM,033XX N KEELER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1731,31,01A,1147827,1921692,2012,41.941077091,-87.732088554,"(41.941077091, -87.732088554)"
HV620483,12/31/2012 04:49:00 PM,042XX W 21ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1012,24,01A,1148435,1889419,2012,41.85250485,-87.73068709,"(41.85250485, -87.73068709)"
